"id","aidres_site_id","geom","site_name","nuts3_code","aidres_sector_name","production_route_name","product_type_name","method_type_name","prod_cap","prod_rate","utilization_rate","wp1_model_product_name"
"505",151,"0101000020E6100000D843B63D8B3B3240D01E7931DEEA4840","DUKOL Ostrava, s.r.o. - Ostrava","CZ080","Chemical","cracker","cracker_all","default","43.56271",NULL,NULL,"chemical-olefins"
"506",151,"0101000020E6100000D843B63D8B3B3240D01E7931DEEA4840","DUKOL Ostrava, s.r.o. - Ostrava","CZ080","Chemical","organic synthesis",NULL,"default","43.406178",NULL,NULL,"chemical-PEA"
"507",151,"0101000020E6100000D843B63D8B3B3240D01E7931DEEA4840","DUKOL Ostrava, s.r.o. - Ostrava","CZ080","Chemical","polymers",NULL,"default","47.165769",NULL,NULL,"chemical-PE"
"508",262,"0101000020E610000055F25602CEE71B4026FA21DB9E6A4940","Röhm GmbH - Wesseling","DEA27","Chemical","cracker","cracker_all","default","43.56271",NULL,NULL,"chemical-olefins"
"509",262,"0101000020E610000055F25602CEE71B4026FA21DB9E6A4940","Röhm GmbH - Wesseling","DEA27","Chemical","organic synthesis",NULL,"default","43.406178",NULL,NULL,"chemical-PEA"
"510",262,"0101000020E610000055F25602CEE71B4026FA21DB9E6A4940","Röhm GmbH - Wesseling","DEA27","Chemical","polymers",NULL,"default","47.165769",NULL,NULL,"chemical-PE"
"511",263,"0101000020E610000026A36F777B71294055FDB0EFD4164840","Vinnolit GmbH & Co. KG - Burgkirchen","DE214","Chemical","organic synthesis",NULL,"default","43.406178",NULL,NULL,"chemical-PEA"
"512",264,"0101000020E6100000E8BCC62E517D1B4043E73576896E4940","Vinnolit GmbH & Co. KG - Hürth","DEA27","Chemical","organic synthesis",NULL,"default","43.406178",NULL,NULL,"chemical-PEA"
"513",265,"0101000020E610000026E5EE737C641B401420AFACD96D4940","Vinnolit GmbH & Co. KG - Hürth","DEA27","Chemical","organic synthesis",NULL,"default","43.406178",NULL,NULL,"chemical-PEA"
"514",269,"0101000020E6100000716F230AD2B9204064AA059BDFD34840","Röhm GmbH - Worms","DEB39","Chemical","organic synthesis",NULL,"default","43.406178",NULL,NULL,"chemical-PEA"
"515",272,"0101000020E610000057F5A8AE32611C40331AF9BCE2D64940","Evonik Operations GmbH - Marl","DEA36","Chemical","cracker","cracker_all","default","43.56271",NULL,NULL,"chemical-olefins"
"516",272,"0101000020E610000057F5A8AE32611C40331AF9BCE2D64940","Evonik Operations GmbH - Marl","DEA36","Chemical","organic synthesis",NULL,"default","43.406178",NULL,NULL,"chemical-PEA"
"517",272,"0101000020E610000057F5A8AE32611C40331AF9BCE2D64940","Evonik Operations GmbH - Marl","DEA36","Chemical","polymers",NULL,"default","47.165769",NULL,NULL,"chemical-PE"
"518",274,"0101000020E61000005CF7A0B140D520400810F4064EC34840","BASF SE - Ludwigshafen","DEB34","Chemical","cracker","ethylene","reported","620",NULL,NULL,"chemical-olefins"
"519",274,"0101000020E61000005CF7A0B140D520400810F4064EC34840","BASF SE - Ludwigshafen","DEB34","Chemical","organic synthesis",NULL,"reported","1855",NULL,NULL,"chemical-PEA"
"520",274,"0101000020E61000005CF7A0B140D520400810F4064EC34840","BASF SE - Ludwigshafen","DEB34","Chemical","polymers",NULL,"reported","485",NULL,NULL,"chemical-PE"
"521",277,"0101000020E6100000E933565172C12B402506819543BD4940","BASF Schwarzheide GmbH - Schwarzheide","DE40B","Chemical","industrial gas or hydrogen",NULL,"default",NULL,NULL,NULL,"not included in blue-print model"
"522",278,"0101000020E6100000427C60C77F591B40F8640FFE8F964940","BASF Personal Care and Nutrition GmbH - Düsseldorf-Holthausen","DEA11","Chemical","organic synthesis",NULL,"default","43.406178",NULL,NULL,"chemical-PEA"
"523",281,"0101000020E610000024F895BD5B5F1B40CD01278007974940","KLK Emmerich GmbH - Düsseldorf","DEA11","Chemical","cracker","cracker_all","default","43.56271",NULL,NULL,"chemical-olefins"
"524",281,"0101000020E610000024F895BD5B5F1B40CD01278007974940","KLK Emmerich GmbH - Düsseldorf","DEA11","Chemical","organic synthesis",NULL,"default","43.406178",NULL,NULL,"chemical-PEA"
"525",281,"0101000020E610000024F895BD5B5F1B40CD01278007974940","KLK Emmerich GmbH - Düsseldorf","DEA11","Chemical","polymers",NULL,"default","47.165769",NULL,NULL,"chemical-PE"
"526",283,"0101000020E610000000A71C380CF3274048DA328573B24940","Dow Olefinverbund GmbH - Schkopau","DEE0B","Chemical","polymers",NULL,"reported","635",NULL,NULL,"chemical-PE"
"527",284,"0101000020E610000026A36F777B71294055FDB0EFD4164840","Clariant Produkte (Deutschland) GmbH - Burgkirchen","DE214","Chemical","organic synthesis",NULL,"default","43.406178",NULL,NULL,"chemical-PEA"
"528",285,"0101000020E6100000CA9FE5D429C62840DFBD535CB0994940","Dow Olefinverbund GmbH - Böhlen","DED52","Chemical","cracker","ethylene","reported","475",NULL,NULL,"chemical-olefins"
"529",292,"0101000020E6100000955DD5FE73451B406005F86EF38A4940","Linde Gas Produktionsgesellschaft mbH & Co. KG - Dormagen","DEA1D","Chemical","industrial gas or hydrogen",NULL,"default",NULL,NULL,NULL,"not included in blue-print model"
"530",293,"0101000020E61000002D095053CB0628406F8104C58FA94940","Linde Gas Produktionsgesellschaft mbH & Co. KG - Leuna","DEE0B","Chemical","industrial gas or hydrogen",NULL,"default",NULL,NULL,NULL,"not included in blue-print model"
"531",294,"0101000020E610000037983C5409B12940B9FE5D9F39184840","Linde Gas Produktionsgesellschaft mbH & Co. KG - Burghausen","DE214","Chemical","industrial gas or hydrogen",NULL,"default",NULL,NULL,NULL,"not included in blue-print model"
"532",296,"0101000020E61000003248B02770311B4099D30A783EC34940","AIR LIQUIDE Deutschland GmbH - Oberhausen","DEA17","Chemical","industrial gas or hydrogen",NULL,"default",NULL,NULL,NULL,"not included in blue-print model"
"533",297,"0101000020E6100000917AF42B420623403D3ACAC16CD04A40","Air Liquide Industriegase GmbH & Co. KG - Stade","DE939","Chemical","industrial gas or hydrogen",NULL,"default",NULL,NULL,NULL,"not included in blue-print model"
"534",298,"0101000020E6100000B33B495FAD7F27408599B67F65E64940","Solvay Chemicals GmbH - Bernburg","DEE0C","Chemical","soda",NULL,"reported","700",NULL,NULL,"not included in blue-print model"
"535",301,"0101000020E610000057F5A8AE32611C40331AF9BCE2D64940","Sasol Germany GmbH - Marl","DEA36","Chemical","organic synthesis",NULL,"default","43.406178",NULL,NULL,"chemical-PEA"
"536",303,"0101000020E6100000D470804F62AE294024271E06A9164840","Wacker Chemie AG - Burghausen","DE214","Chemical","polymers",NULL,"reported","900",NULL,NULL,"chemical-PE"
"537",304,"0101000020E61000003248B02770311B4099D30A783EC34940","OQ Chemicals Produktion GmbH & Co.KG - Oberhausen","DEA17","Chemical","organic synthesis",NULL,"default","43.406178",NULL,NULL,"chemical-PEA"
"538",312,"0101000020E610000045B7031A11F11B40C078060DFD814940","LANXESS Deutschland GmbH - Leverkusen","DEA24","Chemical","organic synthesis",NULL,"default","43.406178",NULL,NULL,"chemical-PEA"
"539",314,"0101000020E61000007625B84725DB1C4027ECEC759CC44940","INEOS Solvents Germany GmbH - Herne","DEA55","Chemical","organic synthesis",NULL,"reported","229",NULL,NULL,"chemical-PEA"
"540",315,"0101000020E6100000D26D895C70961A404DC928852FBC4940","INEOS Solvents Germany GmbH - Moers","DEA1F","Chemical","organic synthesis",NULL,"reported","341",NULL,NULL,"chemical-PEA"
"541",316,"0101000020E610000055F25602CEE71B4026FA21DB9E6A4940","Evonik Operations GmbH - Wesseling","DEA27","Chemical","organic synthesis",NULL,"default","43.406178",NULL,NULL,"chemical-PEA"
"542",317,"0101000020E610000045B7031A11F11B40C078060DFD814940","ARLANXEO Deutschland GmbH - Leverkusen","DEA24","Chemical","organic synthesis",NULL,"default","43.406178",NULL,NULL,"chemical-PEA"
"543",318,"0101000020E61000006568E15751682740B94B9242B4604840","Basell Polyolefine GmbH - Münchsmünster","DE21J","Chemical","cracker","cracker_all","reported","153.646",NULL,NULL,"chemical-olefins"
"544",318,"0101000020E61000006568E15751682740B94B9242B4604840","Basell Polyolefine GmbH - Münchsmünster","DE21J","Chemical","polymers",NULL,"reported","166.354",NULL,NULL,"chemical-PE"
"545",319,"0101000020E610000057F5A8AE32611C40331AF9BCE2D64940","Evonik Operations GmbH - Marl","DEA36","Chemical","cracker","cracker_all","reported","1299.074",NULL,NULL,"chemical-olefins"
"546",319,"0101000020E610000057F5A8AE32611C40331AF9BCE2D64940","Evonik Operations GmbH - Marl","DEA36","Chemical","organic synthesis",NULL,"reported","1294.406",NULL,NULL,"chemical-PEA"
"547",319,"0101000020E610000057F5A8AE32611C40331AF9BCE2D64940","Evonik Operations GmbH - Marl","DEA36","Chemical","polymers",NULL,"reported","1406.52",NULL,NULL,"chemical-PE"
"548",326,"0101000020E6100000AFE53A32FB1D20402AB7A3EEB9CF4A40","VYNOVA Wilhelmshaven GmbH - Wilhelmshaven","DE945","Chemical","organic synthesis",NULL,"default","43.406178",NULL,NULL,"chemical-PEA"
"549",327,"0101000020E6100000F4893C49BA661C402C75E5B33CD74940","VESTOLIT GmbH - Marl","DEA36","Chemical","organic synthesis",NULL,"default","43.406178",NULL,NULL,"chemical-PEA"
"550",327,"0101000020E6100000F4893C49BA661C402C75E5B33CD74940","VESTOLIT GmbH - Marl","DEA36","Chemical","polymers",NULL,"default","47.165769",NULL,NULL,"chemical-PE"
"551",328,"0101000020E6100000977730BD580F2040FC77D89F1FB64940","Perstorp Chemicals GmbH - Arnsberg","DEA57","Chemical","cracker","cracker_all","default","43.56271",NULL,NULL,"chemical-olefins"
"552",328,"0101000020E6100000977730BD580F2040FC77D89F1FB64940","Perstorp Chemicals GmbH - Arnsberg","DEA57","Chemical","organic synthesis",NULL,"default","43.406178",NULL,NULL,"chemical-PEA"
"553",328,"0101000020E6100000977730BD580F2040FC77D89F1FB64940","Perstorp Chemicals GmbH - Arnsberg","DEA57","Chemical","polymers",NULL,"default","47.165769",NULL,NULL,"chemical-PE"
"554",329,"0101000020E610000024754C272378204031783D3D5B024940","Prefere Paraform GmbH & Co. KG - Mainz","DEB35","Chemical","organic synthesis",NULL,"default","43.406178",NULL,NULL,"chemical-PEA"
"555",330,"0101000020E61000001DDE18A7C6301B403AC7253383BC4940","Hexion GmbH - Duisburg","DEA12","Chemical","organic synthesis",NULL,"default","43.406178",NULL,NULL,"chemical-PEA"
"556",331,"0101000020E6100000403D6CD8A5BC1C400F1EB7A9CBC14940","Evonik Operations GmbH - Herne","DEA55","Chemical","cracker","cracker_all","default","43.56271",NULL,NULL,"chemical-olefins"
"557",331,"0101000020E6100000403D6CD8A5BC1C400F1EB7A9CBC14940","Evonik Operations GmbH - Herne","DEA55","Chemical","organic synthesis",NULL,"default","43.406178",NULL,NULL,"chemical-PEA"
"558",331,"0101000020E6100000403D6CD8A5BC1C400F1EB7A9CBC14940","Evonik Operations GmbH - Herne","DEA55","Chemical","polymers",NULL,"default","47.165769",NULL,NULL,"chemical-PE"
"559",332,"0101000020E610000082E3326E6A601F4064D06FA994024840","Cerdia Produktions GmbH - Freiburg","DE131","Chemical","organic synthesis",NULL,"default","43.406178",NULL,NULL,"chemical-PEA"
"560",334,"0101000020E6100000FEB7921D1B311D40340CCFA67EC94940","Rain Carbon Germany GmbH - Castrop-Rauxel","DEA36","Chemical","cracker","cracker_all","default","43.56271",NULL,NULL,"chemical-olefins"
"561",334,"0101000020E6100000FEB7921D1B311D40340CCFA67EC94940","Rain Carbon Germany GmbH - Castrop-Rauxel","DEA36","Chemical","organic synthesis",NULL,"default","43.406178",NULL,NULL,"chemical-PEA"
"562",334,"0101000020E6100000FEB7921D1B311D40340CCFA67EC94940","Rain Carbon Germany GmbH - Castrop-Rauxel","DEA36","Chemical","polymers",NULL,"default","47.165769",NULL,NULL,"chemical-PE"
"563",337,"0101000020E61000003D2185FC7DE01B404A5C6CFF6FCC4940","INEOS Phenol GmbH - Gladbeck","DEA36","Chemical","organic synthesis",NULL,"reported","1050",NULL,NULL,"chemical-PEA"
"564",342,"0101000020E61000007392F7BBC1112140FEA3CA8BA70B4940","Celanese Production Germany GmbH & Co. KG - Frankfurt am Main","DE712","Chemical","organic synthesis",NULL,"default","43.406178",NULL,NULL,"chemical-PEA"
"565",344,"0101000020E610000048968224A2062840DF444948A4A94940","DOMO Caproleuna GmbH - Leuna","DEE0B","Chemical","organic synthesis",NULL,"default","43.406178",NULL,NULL,"chemical-PEA"
"566",345,"0101000020E6100000D26D895C70961A404DC928852FBC4940","Huntsman Products GmbH - Moers","DEA1F","Chemical","cracker","cracker_all","default","43.56271",NULL,NULL,"chemical-olefins"
"567",345,"0101000020E6100000D26D895C70961A404DC928852FBC4940","Huntsman Products GmbH - Moers","DEA1F","Chemical","organic synthesis",NULL,"default","43.406178",NULL,NULL,"chemical-PEA"
"568",345,"0101000020E6100000D26D895C70961A404DC928852FBC4940","Huntsman Products GmbH - Moers","DEA1F","Chemical","polymers",NULL,"default","47.165769",NULL,NULL,"chemical-PE"
"569",348,"0101000020E6100000E59F747D7A4F1A4026016A6AD9C74940","INOVYN Deutschland GmbH - Rheinberg","DEA1F","Chemical","polymers",NULL,"reported","320",NULL,NULL,"chemical-PE"
"570",349,"0101000020E610000064027E8D24511A40251D95F661C84940","Solvay Chemicals GmbH - Rheinberg","DEA1F","Chemical","soda",NULL,"reported","645",NULL,NULL,"not included in blue-print model"
"571",357,"0101000020E61000008AE76C01A1451B40C251F2EA1C8B4940","Nippon Gases Deutschland GmbH - Dormagen","DEA1D","Chemical","industrial gas or hydrogen",NULL,"default",NULL,NULL,NULL,"not included in blue-print model"
"572",358,"0101000020E61000000CF8174163622840A46FDD83C6884940","Radici Chimica Deutschland GmbH - Elsteraue OT Tröglitz","DEE08","Chemical","organic synthesis",NULL,"default","43.406178",NULL,NULL,"chemical-PEA"
"573",363,"0101000020E61000004ED8D9EB38F922407AD0AD7C3BD14A40","Dow Deutschland Anlagengesellschaft mbH - Stade","DE939","Chemical","polymers",NULL,"reported","1500",NULL,NULL,"chemical-PE"
"574",364,"0101000020E6100000CD77F013070423401F8FCF1A72D34A40","Blue Cube Germany Assets GmbH & Co.KG - Stade","DE939","Chemical","organic synthesis",NULL,"default","43.406178",NULL,NULL,"chemical-PEA"
"575",365,"0101000020E6100000169051F932282740684705A96FEE4940","CIECH Soda Deutschland GmbH & Co. KG - Staßfurt","DEE0C","Chemical","soda",NULL,"default",NULL,NULL,NULL,"not included in blue-print model"
"576",366,"0101000020E610000078A11408962E29400FB2DC2D24F04940","Borealis Agrolinz Melamine Deutschland GmbH - Lutherstadt Wittenberg","DEE0E","Chemical","organic synthesis",NULL,"default","43.406178",NULL,NULL,"chemical-PEA"
"577",370,"0101000020E610000081913C7C3EA71A405CC98E8D40AF4940","Covestro Deutschland AG - Krefeld-Uerdingen","DEA14","Chemical","organic synthesis",NULL,"default","43.406178",NULL,NULL,"chemical-PEA"
"578",371,"0101000020E610000040B676ECB15E224044FB58C16FF34A40","Covestro Deutschland AG - Brunsbüttel","DEF05","Chemical","cracker","cracker_all","default","43.56271",NULL,NULL,"chemical-olefins"
"579",371,"0101000020E610000040B676ECB15E224044FB58C16FF34A40","Covestro Deutschland AG - Brunsbüttel","DEF05","Chemical","organic synthesis",NULL,"default","43.406178",NULL,NULL,"chemical-PEA"
"580",371,"0101000020E610000040B676ECB15E224044FB58C16FF34A40","Covestro Deutschland AG - Brunsbüttel","DEF05","Chemical","polymers",NULL,"default","47.165769",NULL,NULL,"chemical-PE"
"581",372,"0101000020E6100000F38C221054621B40587EDA4D95884940","INEOS Manufacturing Deutschland GmbH - Köln","DEA23","Chemical","cracker","cracker_all","reported","1503.33",NULL,NULL,"chemical-olefins"
"582",372,"0101000020E6100000F38C221054621B40587EDA4D95884940","INEOS Manufacturing Deutschland GmbH - Köln","DEA23","Chemical","organic synthesis",NULL,"reported","1013",NULL,NULL,"chemical-PEA"
"583",372,"0101000020E6100000F38C221054621B40587EDA4D95884940","INEOS Manufacturing Deutschland GmbH - Köln","DEA23","Chemical","polymers",NULL,"reported","1627.67",NULL,NULL,"chemical-PE"
"584",374,"0101000020E61000006A06A7F4025A1B405E544C4AE6894940","Covestro Deutschland AG - Dormagen","DEA23","Chemical","cracker","cracker_all","default","43.56271",NULL,NULL,"chemical-olefins"
"585",374,"0101000020E61000006A06A7F4025A1B405E544C4AE6894940","Covestro Deutschland AG - Dormagen","DEA23","Chemical","organic synthesis",NULL,"default","43.406178",NULL,NULL,"chemical-PEA"
"586",374,"0101000020E61000006A06A7F4025A1B405E544C4AE6894940","Covestro Deutschland AG - Dormagen","DEA23","Chemical","polymers",NULL,"default","47.165769",NULL,NULL,"chemical-PE"
"587",375,"0101000020E6100000C408E1D1C6F118407BEAAD81ADEA4940","KLK Emmerich GmbH - Emmerich am Rhein","DEA1B","Chemical","cracker","cracker_all","default","43.56271",NULL,NULL,"chemical-olefins"
"588",375,"0101000020E6100000C408E1D1C6F118407BEAAD81ADEA4940","KLK Emmerich GmbH - Emmerich am Rhein","DEA1B","Chemical","organic synthesis",NULL,"default","43.406178",NULL,NULL,"chemical-PEA"
"589",375,"0101000020E6100000C408E1D1C6F118407BEAAD81ADEA4940","KLK Emmerich GmbH - Emmerich am Rhein","DEA1B","Chemical","polymers",NULL,"default","47.165769",NULL,NULL,"chemical-PE"
"590",377,"0101000020E6100000E9DCA3ED4E051940B9B4DBD37AEA4940","Oleon GmbH - Emmerich am Rhein","DEA1B","Chemical","cracker","cracker_all","default","43.56271",NULL,NULL,"chemical-olefins"
"591",377,"0101000020E6100000E9DCA3ED4E051940B9B4DBD37AEA4940","Oleon GmbH - Emmerich am Rhein","DEA1B","Chemical","organic synthesis",NULL,"default","43.406178",NULL,NULL,"chemical-PEA"
"592",377,"0101000020E6100000E9DCA3ED4E051940B9B4DBD37AEA4940","Oleon GmbH - Emmerich am Rhein","DEA1B","Chemical","polymers",NULL,"default","47.165769",NULL,NULL,"chemical-PE"
"593",380,"0101000020E610000057F5A8AE32611C40331AF9BCE2D64940","INEOS Solvents Marl GmbH - Marl","DEA36","Chemical","organic synthesis",NULL,"reported","260",NULL,NULL,"chemical-PEA"
"594",382,"0101000020E610000068C3ABF6FA7422402260634D1BF34A40","YARA Brunsbüttel GmbH - Büttel","DEF0E","Chemical","fertilisers","ammonia","reported","800",NULL,NULL,"fertiliser-ammonia"
"595",382,"0101000020E610000068C3ABF6FA7422402260634D1BF34A40","YARA Brunsbüttel GmbH - Büttel","DEF0E","Chemical","fertilisers","nitric acid","reported","0",NULL,NULL,"fertiliser-nitric-acid"
"596",382,"0101000020E610000068C3ABF6FA7422402260634D1BF34A40","YARA Brunsbüttel GmbH - Büttel","DEF0E","Chemical","fertilisers","urea","reported","0",NULL,NULL,"fertiliser-urea"
"597",382,"0101000020E610000068C3ABF6FA7422402260634D1BF34A40","YARA Brunsbüttel GmbH - Büttel","DEF0E","Chemical","fertilisers","derivates","reported","700",NULL,NULL,"fertiliser-derivates"
"598",384,"0101000020E6100000CA9FE5D429C62840DFBD535CB0994940","Trinseo Deutschland GmbH - Böhlen","DED52","Chemical","organic synthesis",NULL,"default","43.406178",NULL,NULL,"chemical-PEA"
"599",385,"0101000020E61000003CC505FB0A11224010D9017C5C4C4A40","Oxxynova GmbH - Steyerberg","DE927","Chemical","organic synthesis",NULL,"default","43.406178",NULL,NULL,"chemical-PEA"
"600",392,"0101000020E61000009CA0F2542C53224043BCBF8B08F54A40","Sasol Germany GmbH - Brunsbüttel","DEF05","Chemical","cracker","cracker_all","default","43.56271",NULL,NULL,"chemical-olefins"
"601",392,"0101000020E61000009CA0F2542C53224043BCBF8B08F54A40","Sasol Germany GmbH - Brunsbüttel","DEF05","Chemical","organic synthesis",NULL,"default","43.406178",NULL,NULL,"chemical-PEA"
"602",392,"0101000020E61000009CA0F2542C53224043BCBF8B08F54A40","Sasol Germany GmbH - Brunsbüttel","DEF05","Chemical","polymers",NULL,"default","47.165769",NULL,NULL,"chemical-PE"
"603",393,"0101000020E6100000427C60C77F09284035796FB147A84940","Linde Gas Produktionsgesellschaft mbH & Co. KG - Leuna","DEE0B","Chemical","industrial gas or hydrogen",NULL,"default",NULL,NULL,NULL,"not included in blue-print model"
"604",395,"0101000020E610000050132285573F1B40E967507E9C8B4940","AIR LIQUIDE Deutschland GmbH - Dormagen","DEA1D","Chemical","industrial gas or hydrogen",NULL,"default",NULL,NULL,NULL,"not included in blue-print model"
"605",397,"0101000020E61000000893E2E313F62340CC90741772BD4A40","Linde Gas Produktionsgesellschaft mbH & Co. KG - Hamburg","DE600","Chemical","industrial gas or hydrogen",NULL,"default",NULL,NULL,NULL,"not included in blue-print model"
"606",400,"0101000020E6100000C455AF6C30DE1B400AB6C1E4A16A4940","Basell Polyolefine GmbH - Wesseling","DEA27","Chemical","cracker","cracker_all","reported","1056.316",NULL,NULL,"chemical-olefins"
"607",400,"0101000020E6100000C455AF6C30DE1B400AB6C1E4A16A4940","Basell Polyolefine GmbH - Wesseling","DEA27","Chemical","polymers",NULL,"reported","1143.684",NULL,NULL,"chemical-PE"
"608",402,"0101000020E610000082E3326E6A601F4064D06FA994024840","Performance Polyamides GmbH - Freiburg","DE131","Chemical","polymers",NULL,"default","47.165769",NULL,NULL,"chemical-PE"
"609",404,"0101000020E61000007392F7BBC1112140FEA3CA8BA70B4940","Basell Polyolefine GmbH - Frankfurt am Main","DE712","Chemical","cracker","ethylene","reported","400",NULL,NULL,"chemical-olefins"
"610",404,"0101000020E61000007392F7BBC1112140FEA3CA8BA70B4940","Basell Polyolefine GmbH - Frankfurt am Main","DE712","Chemical","polymers",NULL,"default","47.165769",NULL,NULL,"chemical-PE"
"611",405,"0101000020E610000089320A383AC52040C41C4EAAC73A4A40","BASF Polyurethanes GmbH - Lemförde","DE922","Chemical","polymers",NULL,"default","47.165769",NULL,NULL,"chemical-PE"
"612",406,"0101000020E6100000AA6EE4709C062840B85F9912A4A94940","Xentrys Leuna GmbH - Leuna","DEE0B","Chemical","polymers",NULL,"default","47.165769",NULL,NULL,"chemical-PE"
"613",407,"0101000020E6100000D0C4854DAE131C40A50925DDE0854940","Momentive Performance Materials GmbH - Leverkusen","DEA24","Chemical","cracker","cracker_all","default","43.56271",NULL,NULL,"chemical-olefins"
"614",407,"0101000020E6100000D0C4854DAE131C40A50925DDE0854940","Momentive Performance Materials GmbH - Leverkusen","DEA24","Chemical","organic synthesis",NULL,"default","43.406178",NULL,NULL,"chemical-PEA"
"615",407,"0101000020E6100000D0C4854DAE131C40A50925DDE0854940","Momentive Performance Materials GmbH - Leverkusen","DEA24","Chemical","polymers",NULL,"default","47.165769",NULL,NULL,"chemical-PE"
"616",408,"0101000020E61000006B515557F4E526403D46843584F44A40","Jackon GmbH - Wismar","DE80M","Chemical","cracker","cracker_all","default","43.56271",NULL,NULL,"chemical-olefins"
"617",408,"0101000020E61000006B515557F4E526403D46843584F44A40","Jackon GmbH - Wismar","DE80M","Chemical","organic synthesis",NULL,"default","43.406178",NULL,NULL,"chemical-PEA"
"618",408,"0101000020E61000006B515557F4E526403D46843584F44A40","Jackon GmbH - Wismar","DE80M","Chemical","polymers",NULL,"default","47.165769",NULL,NULL,"chemical-PE"
"619",409,"0101000020E61000003248B02770311B4099D30A783EC34940","Celanese Production Germany GmbH & Co. KG - Oberhausen","DEA17","Chemical","polymers",NULL,"default","47.165769",NULL,NULL,"chemical-PE"
"620",410,"0101000020E61000006B5D0FCB0B79244053681AB913C24940","FoamPartner Germany GmbH - Duderstadt","DE91C","Chemical","polymers",NULL,"default","47.165769",NULL,NULL,"chemical-PE"
"621",411,"0101000020E61000002A59A9FB5BF12740DEC02ED4ABB24940","Trinseo Deutschland GmbH - Schkopau","DEE0B","Chemical","polymers",NULL,"default","47.165769",NULL,NULL,"chemical-PE"
"622",412,"0101000020E6100000FF092E56D4A01A40E4F736FDD9AF4940","LANXESS Deutschland GmbH - Köln","DEA14","Chemical","polymers",NULL,"default","47.165769",NULL,NULL,"chemical-PE"
"623",413,"0101000020E6100000D470804F62AE294024271E06A9164840","Vinnolit GmbH & Co. KG - Burghausen","DE214","Chemical","organic synthesis",NULL,"default","43.406178",NULL,NULL,"chemical-PEA"
"624",414,"0101000020E610000060E7A6CD38CD1B4010E4501AC5824940","Vinnolit GmbH & Co. KG - Merkenich","DEA23","Chemical","organic synthesis",NULL,"default","43.406178",NULL,NULL,"chemical-PEA"
"625",415,"0101000020E6100000670DDE57E5F22740A6ED04A0F6B14940","Vinnolit Schkopau GmbH - Schkopau","DEE0B","Chemical","organic synthesis",NULL,"default","43.406178",NULL,NULL,"chemical-PEA"
"626",417,"0101000020E6100000427C60C77F591B40F8640FFE8F964940","Henkel AG & Co. KGaA - Düsseldorf","DEA11","Chemical","cracker","cracker_all","default","43.56271",NULL,NULL,"chemical-olefins"
"627",417,"0101000020E6100000427C60C77F591B40F8640FFE8F964940","Henkel AG & Co. KGaA - Düsseldorf","DEA11","Chemical","organic synthesis",NULL,"default","43.406178",NULL,NULL,"chemical-PEA"
"628",417,"0101000020E6100000427C60C77F591B40F8640FFE8F964940","Henkel AG & Co. KGaA - Düsseldorf","DEA11","Chemical","polymers",NULL,"default","47.165769",NULL,NULL,"chemical-PE"
"629",466,"0101000020E6100000F134F4AA29AC1B4031694D98D56F4940","Orion Engineered Carbons GmbH - Köln","DEA27","Chemical","carbon black",NULL,"default",NULL,NULL,NULL,"not included in blue-print model"
"630",475,"0101000020E6100000CA9FE5D429C62840DFBD535CB0994940","Dow Olefinverbund GmbH - Boehlen","DED52","Chemical","polymers",NULL,"reported","3365",NULL,NULL,"chemical-PE"
"631",476,"0101000020E6100000E1B4E0455FC11D4068791EDC9DC54940","KG Deutsche Gasrußwerke GmbH & Co. - Dortmund","DEA52","Chemical","carbon black",NULL,"default",NULL,NULL,NULL,"not included in blue-print model"
"632",550,"0101000020E61000007041B62C5F97F1BF1D685A6265DA4240","SABIC Innovative Plastics España, S. Com. por A. - Cartagena (Murcia)","ES620","Chemical","polymers",NULL,"default","47.165769",NULL,NULL,"chemical-PE"
"633",557,"0101000020E6100000E9E9C836152E0EC0A88883DFE1B44540","Birla Carbon Spain, S.L - -","ES130","Chemical","carbon black",NULL,"default",NULL,NULL,NULL,"not included in blue-print model"
"634",569,"0101000020E610000021938C9C853D10C0DF9925016A564340","Air Liquide Ibérica de Gases - Puertollano","ES422","Chemical","industrial gas or hydrogen",NULL,"default",NULL,NULL,NULL,"not included in blue-print model"
"635",570,"0101000020E610000029B8B30AF6EA20C0DC1CA8F864AC4540","Air Liquide Ibérica de Gases - Arteixo","ES111","Chemical","industrial gas or hydrogen",NULL,"default",NULL,NULL,NULL,"not included in blue-print model"
"636",579,"0101000020E6100000E6797077D62E0EC0C46F5F07CEB54540","Dynasol Elastómeros, S.A.U. - Marina de Cudeyo","ES130","Chemical","cracker","cracker_all","default","43.56271",NULL,NULL,"chemical-olefins"
"637",579,"0101000020E6100000E6797077D62E0EC0C46F5F07CEB54540","Dynasol Elastómeros, S.A.U. - Marina de Cudeyo","ES130","Chemical","organic synthesis",NULL,"default","43.406178",NULL,NULL,"chemical-PEA"
"638",579,"0101000020E6100000E6797077D62E0EC0C46F5F07CEB54540","Dynasol Elastómeros, S.A.U. - Marina de Cudeyo","ES130","Chemical","polymers",NULL,"default","47.165769",NULL,NULL,"chemical-PE"
"639",580,"0101000020E61000000E2DB29DEFA7F33F2BB4C876BE974440","S.E. Carburos Metálicos, S.A. - Tarragona","ES514","Chemical","industrial gas or hydrogen",NULL,"default",NULL,NULL,NULL,"not included in blue-print model"
